iata,ville,pays,nom,ville_fr,pays_fr,mots,liaisons
MUA,Munda,Solomon Islands,Munda,,,,8
MSA,Muskrat Dam,Canada,Muskrat Dam,,,,8
MYT,Myitkyina,Burma,Myitkyina,,,,8
YDP,Nain,Canada,Nain,,,,8
JNN,Nanortalik,Greenland,Nanortalik Heliport,,,,8
NYK,Nanyuki,Kenya,Nanyuki,,Kenya,,8
NNM,Naryan-Mar,Russia,Naryan Mar,,Russie,,8
YNP,Natuashish,Canada,Natuashish,,,,8
NSN,Nelson,New Zealand,Nelson,,Nouvelle-Zélande,,8
FNI,Nimes,France,Nîmes-Arles-Camargue,,,,8
ORV,Noorvik,United States,Robert (Bob) Curtis Memorial,,États-Unis,USA US Etats Unis,8
NOS,Nosy-be,Madagascar,Fascene,,,,8
NDB,Nouadhibou,Mauritania,Nouadhibou,,,,8
NHV,Nuku Hiva,French Polynesia,Nuku Hiva,,,,8
NCU,Nukus,Uzbekistan,Nukus,,,,8
NYA,Nyagan,Russia,Nyagan,,Russie,,8
HOV,Orsta-Volda,Norway,"Ørsta-Volda, Hovden",,Norvège,,8
OSI,Osijek,Croatia,Osijek,,Croatie,,8
OSR,Ostrava,Czech Republic,Ostrava Leos Janáček,,Tchéquie,Republique tcheque,8
OUL,Oulu,Finland,Oulu,,Finlande,,8
OZC,Ozamis,Philippines,Labo,,Philippines,,8
YXP,Pangnirtung,Canada,Pangnirtung,,,,8
PZI,Panzhihua,China,Bao'anying,,Chine,,8
LSP,Paraguana,Venezuela,Josefa Camejo,,,,8
CKS,Parauapebas,Brazil,Carajás,,Brésil,,8
PMF,Parma,Italy,Parma,,Italie,,8
PIX,Pico,Portugal,Pico,,Portugal,,8
YSO,Postville,Canada,Postville,,,,8
PUU,Puerto Asis,Colombia,Tres De Mayo,,Colombie,,8
PJM,Puerto Jimenez,Costa Rica,Puerto Jimenez,,Costa Rica,,8
YPX,Puvirnituq,Canada,Puvirnituq,,,,8
YQZ,Quesnel,Canada,Quesnel,,,,8
YUT,Repulse Bay,Canada,Repulse Bay,,,,8
RST,Rochester,United States,Rochester,,États-Unis,USA US Etats Unis,8
RDZ,Rodez,France,Rodez-Marcillac,,,,8
RSH,Russian Mission,United States,Russian Mission,,États-Unis,USA US Etats Unis,8
SBY,Salisbury,United States,Salisbury Ocean City Wicomico Regional,,États-Unis,USA US Etats Unis,8
SCY,San Cristóbal,Ecuador,San Cristóbal,,,,8
SBP,San Luis Obispo,United States,San Luis County Regional,,États-Unis,USA US Etats Unis,8
RIA,Santa Maria,Brazil,Santa Maria,,Brésil,,8
SMR,Santa Marta,Colombia,Simón Bolívar,,Colombie,,8
STD,Santo Domingo,Venezuela,Mayor Buenaventura Vivas,Saint-Domingue,,,8
YAM,Sault Sainte Marie,Canada,Sault Ste Marie,,,,8
SVA,Savoonga,United States,Savoonga,,États-Unis,USA US Etats Unis,8
VAS,Sivas,Turkey,Sivas Nuri Demirağ,,Turquie,,8
YYD,Smithers,Canada,Smithers,,,,8
SOG,Sogndal,Norway,Sogndal,,Norvège,,8
VIJ,Spanish Town,British Virgin Islands,Virgin Gorda,,,,8
YYH,Spence Bay,Canada,Taloyoak,,,,8
YIF,St-Augustin,Canada,St Augustin,,,,8
SFG,St. Martin,Guadeloupe,L'Espérance,,Guadeloupe,,8
SMK,St. Michael,United States,St Michael,,États-Unis,USA US Etats Unis,8
STW,Stavropol,Russia,Stavropol Shpakovskoye,,Russie,,8
URT,Surat Thani,Thailand,Surat Thani,,Thaïlande,,8
TBG,Tabubil,Papua New Guinea,Tabubil,,,,8
TMR,Tamanrasset,Algeria,Aguenar – Hadj Bey Akhamok,,Algérie,,8
TJQ,Tanjung Pandan,Indonesia,Buluh Tumbang (H A S Hanandjoeddin),,Indonésie,,8
TIM,Timika,Indonesia,Moses Kilangin,,Indonésie,,8
TWB,Toowoomba,Australia,Toowoomba,,Australie,,8
UBA,Uberaba,Brazil,Mário de Almeida Franco,,Brésil,,8
UCT,Ukhta,Russia,Ukhta,,Russie,,8
AYQ,Uluru,Australia,Ayers Rock Connellan,,Australie,,8
FAE,Vagar,Faroe Islands,Vagar,,,,8
VNX,Vilankulu,Mozambique,Vilankulo,,,,8
VHM,Vilhelmina,Sweden,Vilhelmina,,Suède,,8
MVY,Vineyard Haven MA,United States,Martha's Vineyard,,États-Unis,USA US Etats Unis,8
ART,Watertown,United States,Watertown,,États-Unis,USA US Etats Unis,8
WMO,White Mountain,United States,White Mountain,,États-Unis,USA US Etats Unis,8
BYC,Yacuiba,Bolivia,Yacuiba,,,,8
YIN,Yining,China,Yining,,Chine,,8
YNG,Youngstown,United States,Youngstown Warren Regional,,États-Unis,USA US Etats Unis,8
ATM,Altamira,Brazil,Altamira,,Brésil,,7
AKP,Anaktuvuk Pass,United States,Anaktuvuk Pass,,États-Unis,USA US Etats Unis,7
ANX,Andoya,Norway,Andøya,,Norvège,,7
YVB,Bonaventure,Canada,Bonaventure,,,,7
CAW,Campos,Brazil,Bartolomeu Lisandro,,Brésil,,7
CCV,Craig Cove,Vanuatu,Craig Cove,,,,7
YHD,Dryden,Canada,Dryden Regional,,,,7
DMB,Dzhambul,Kazakhstan,Taraz,,,,7
EDL,Eldoret,Kenya,Eldoret,,Kenya,,7
EMK,Emmonak,United States,Emmonak,,États-Unis,USA US Etats Unis,7
FKQ,Fak Fak,Indonesia,Fakfak,,Indonésie,,7
GLF,Golfito,Costa Rica,Golfito,,Costa Rica,,7
HNS,Haines,United States,Haines,,États-Unis,USA US Etats Unis,7
JIK,Ikaria,Greece,Ikaria,,Grèce,,7
YPH,Inukjuak,Canada,Inukjuak,,,,7
KYA,Konya,Turkey,Konya,,Turquie,,7
KOT,Kotlik,United States,Kotlik,,États-Unis,USA US Etats Unis,7
KWK,Kwigillingok,United States,Kwigillingok,,États-Unis,USA US Etats Unis,7
LNY,Lanai,United States,Lanai,,États-Unis,USA US Etats Unis,7
LRE,Longreach,Australia,Longreach,,Australie,,7
MRE,Masai Mara,Kenya,Mara Serena Lodge Airstrip,,Kenya,,7
MKK,Molokai,United States,Molokai,,États-Unis,USA US Etats Unis,7
MOZ,Moorea,French Polynesia,Moorea,,,,7
TMU,Nicoya,Costa Rica,Tambor,,Costa Rica,,7
PET,Pelotas,Brazil,João Simões Lopes Neto,,Brésil,,7
YPM,Pikangikum,Canada,Pikangikum,,,,7
UAS,Samburu South,Kenya,Buffalo Spring,,Kenya,,7
TMS,Sao Tome,Sao Tome and Principe,São Tomé,,,,7
EGM,Sege,Solomon Islands,Sege,,,,7
SGY,Skagway,United States,Skagway,,États-Unis,USA US Etats Unis,7
SKN,Stokmarknes,Norway,Stokmarknes Skagen,,Norvège,,7
TGM,Tirgu Mures,Romania,Transilvania Târgu Mureş,,Roumanie,,7
VLL,Valladolid,Spain,Valladolid,,Espagne,,7
JEG,Aasiaat,Greenland,Aasiaat,,,,6
MTV,Ablow,Vanuatu,Mota Lava,,,,6
AKI,Akiak,United States,Akiak,,États-Unis,USA US Etats Unis,6
LAQ,Al Bayda',Libya,La Abraq,,,,6
HOF,Al-ahsa,Saudi Arabia,Al Ahsa,,Arabie saoudite,,6
ALH,Albany,Australia,Albany,,Australie,,6
AXD,Alexandroupolis,Greece,Dimokritos,,Grèce,,6
AIA,Alliance,United States,Alliance Municipal,,États-Unis,USA US Etats Unis,6
AAQ,Anapa,Russia,Anapa Vityazevo,,Russie,,6
AZN,Andizhan,Uzbekistan,Andizhan,,,,6
AOG,Anshan,China,Anshan Air Base,,Chine,,6
ANM,Antalaha,Madagascar,Antsirabato,,,,6
ANV,Anvik,United States,Anvik,,États-Unis,USA US Etats Unis,6
ACV,Arcata CA,United States,California Redwood Coast-Humboldt County,,États-Unis,USA US Etats Unis,6
ADU,Ardabil,Iran,Ardabil,,,,6
ATC,Arthur's Town,Bahamas,Arthur's Town,,Bahamas,,6
YPJ,Aupaluk,Canada,Aupaluk,,,,6
AEB,Baise,China,Baise Youjiang,,Chine,,6
BPX,Bangda,China,Qamdo Bangda,,Chine,,6
BGF,Bangui,Central African Republic,Bangui M'Poko,,,,6
BNX,Banja Luka,Bosnia and Herzegovina,Banja Luka,,,,6
BAX,Barnaul,Russia,Barnaul,,Russie,,6
BAL,Batman,Turkey,Batman,,Turquie,,6
JTC,Bauru,Brazil,Bauru - Arealva,,Brésil,,6
BMU,Bima,Indonesia,Muhammad Salahuddin,,Indonésie,,6
BHH,Bisha,Saudi Arabia,Bisha,,Arabie saoudite,,6
BVB,Boa Vista,Brazil,Atlas Brasil Cantanhede,,Brésil,,6
BRO,Brownsville,United States,Brownsville South Padre Island,,États-Unis,USA US Etats Unis,6
BQK,Brunswick,United States,Brunswick Golden Isles,,États-Unis,USA US Etats Unis,6
BQB,Brusselton,Australia,Busselton Regional,,Australie,,6
BWT,Burnie,Australia,Wynyard,,Australie,,6
USU,Busuanga,Philippines,Francisco B. Reyes,,Philippines,,6
BZG,Bydgoszcz,Poland,Bydgoszcz Ignacy Jan Paderewski,,Pologne,,6
CFB,Cabo Frio,Brazil,Cabo Frio,,Brésil,,6
CMW,Camaguey,Cuba,Ignacio Agramonte,Camagüey,Cuba,,6
VCA,Can Tho,Vietnam,Can Tho,,Viêt Nam,,6
CAP,Cap Haitien,Haiti,Cap Haitien,,Haïti,,6
YTE,Cape Dorset,Canada,Cape Dorset,,,,6
CAC,Cascavel,Brazil,Cascavel,,Brésil,,6
CPR,Casper,United States,Casper-Natrona County,,États-Unis,USA US Etats Unis,6
DCM,Castres,France,Castres-Mazamet,,,,6
TBI,Cat Island,Bahamas,New Bight,,Bahamas,,6
CXJ,Caxias Do Sul,Brazil,Hugo Cantergiani Regional,,Brésil,,6
CDR,Chadron,United States,Chadron Municipal,,États-Unis,USA US Etats Unis,6
CHG,Chaoyang,China,Chaoyang,,Chine,,6
CYF,Chefornak,United States,Chefornak,,États-Unis,USA US Etats Unis,6
YMT,Chibougamau,Canada,Chapais,,,,6
LUK,Cincinnati,United States,Cincinnati Municipal Lunken Field,,États-Unis,USA US Etats Unis,6
CME,Ciudad Del Carmen,Mexico,Ciudad del Carmen,,Mexique,,6
OCC,Coca,Ecuador,Francisco De Orellana,,,,6
CLQ,Colima,Mexico,Licenciado Miguel de la Madrid,,Mexique,,6
CLL,College Station,United States,Easterwood Field,,États-Unis,USA US Etats Unis,6
CSG,Columbus,United States,Columbus Metropolitan,,États-Unis,USA US Etats Unis,6
GTR,Columbus Mississippi,United States,Golden Triangle Regional,,États-Unis,USA US Etats Unis,6
CDV,Cordova,United States,Merle K (Mudhole) Smith,,États-Unis,USA US Etats Unis,6
CBO,Cotabato,Philippines,Awang,,Philippines,,6
CXB,Cox's Bazar,Bangladesh,Cox's Bazar,,,,6
CUE,Cuenca,Ecuador,Mariscal Lamar,,,,6
VIL,Dakhla,Western Sahara,Dakhla,,,,6
DLG,Dillingham,United States,Dillingham,,États-Unis,USA US Etats Unis,6
DNR,Dinard,France,Dinard-Pleurtuit-Saint-Malo,,,,6
DIR,Dire Dawa,Ethiopia,Aba Tenna Dejazmach Yilma,,,,6
DLE,Dole,France,Dole-Tavaux,,,,6
DMD,Doomadgee,Australia,Doomadgee,,Australie,,6
DHN,Dothan,United States,Dothan Regional,,États-Unis,USA US Etats Unis,6
DOU,Dourados,Brazil,Dourados,,Brésil,,6
DBO,Dubbo,Australia,Dubbo City Regional,,Australie,,6
EEK,Eek,United States,Eek,,États-Unis,USA US Etats Unis,6
VIG,El Vigía,Venezuela,Juan Pablo Pérez Alfonso,,,,6
ABT,El-baha,Saudi Arabia,Al Baha,,Arabie saoudite,,6
ENU,Enugu,Nigeria,Akanu Ibiam,,,,6
ERC,Erzincan,Turkey,Erzincan,,Turquie,,6
ESM,Esmeraldas,Ecuador,General Rivadeneira,,,,6
EQS,Esquel,Argentina,Brigadier Antonio Parodi,,Argentine,,6
ESU,Essadouira,Morocco,Mogador,,Maroc,,6
FEN,Fernando Do Noronha,Brazil,Fernando de Noronha,,Brésil,,6
FRS,Flores,Guatemala,Mundo Maya,,,,6
YFH,Fort Hope,Canada,Fort Hope,,,,6
YYE,Fort Nelson,Canada,Fort Nelson,,,,6
GAN,Gan Island,Maldives,Gan,,,,6
YQX,Gander,Canada,Gander,,,,6
ZGU,Gaua Island,Vanuatu,Gaua Island,,,,6
GET,Geraldton,Australia,Geraldton,,Australie,,6
GCC,Gillette,United States,Gillette Campbell County,,États-Unis,USA US Etats Unis,6
GOM,Goma,Congo (Kinshasa),Goma,,,,6
GST,Gustavus,United States,Gustavus,,États-Unis,USA US Etats Unis,6
GWD,Gwadar,Pakistan,Gwadar,,,,6
MQT,Gwinn,United States,Sawyer,,États-Unis,USA US Etats Unis,6
YGV,Havre-Saint-Pierre,Canada,Havre St Pierre,,,,6
YHY,Hay River,Canada,Hay River / Merlyn Carter,,,,6
HEK,Heihe,China,Heihe,,Chine,,6
VDE,Hierro,Spain,Hierro,,Espagne,,6
YHI,Holman Island,Canada,Ulukhaktok Holman,,,,6
HCR,Holy Cross,United States,Holy Cross,,États-Unis,USA US Etats Unis,6
HNH,Hoonah,United States,Hoonah,,États-Unis,USA US Etats Unis,6
NOV,Huambo,Angola,Nova Lisboa,,,,6
HUX,Huatulco,Mexico,Bahías de Huatulco,,Mexique,,6
HON,Huron,United States,Huron Regional,,États-Unis,USA US Etats Unis,6
TLN,Hyeres,France,Toulon-Hyères,,,,6
IBE,Ibague,Colombia,Perales,,Colombie,,6
YGR,Iles De La Madeleine,Canada,Îles-de-la-Madeleine,,,,6
INH,Inhambane,Mozambique,Inhambane,,,,6
IPN,Ipatinga,Brazil,Usiminas,,Brésil,,6
IPA,Ipota,Vanuatu,Ipota,,,,6
JLR,Jabalpur,India,Jabalpur,,Inde,,6
JSR,Jessore,Bangladesh,Jessore,,,,6
JIJ,Jijiga,Ethiopia,Wilwal,,,,6
JCB,Joacaba,Brazil,Santa Terezinha,,Brésil,,6
KCM,Kahramanmaras,Turkey,Kahramanmaraş,,Turquie,,6
KLR,Kalkmar,Sweden,Kalmar,,Suède,,6
KAL,Kaltag,United States,Kaltag,,États-Unis,USA US Etats Unis,6
KGA,Kananga,Congo (Kinshasa),Kananga,,,,6
YKG,Kangirsuk,Canada,Kangirsuk,,,,6
KSY,Kars,Turkey,Kars,,Turquie,,6
KEJ,Kemorovo,Russia,Kemerovo,,Russie,,6
ENA,Kenai,United States,Kenai Municipal,,États-Unis,USA US Etats Unis,6
YQK,Kenora,Canada,Kenora,,,,6
KPN,Kipnuk,United States,Kipnuk,,États-Unis,USA US Etats Unis,6
IRA,Kirakira,Solomon Islands,Ngorangora,,,,6
KVX,Kirov,Russia,Pobedilovo,,Russie,,6
KRN,Kiruna,Sweden,Kiruna,,Suède,,6
KKJ,Kitakyushu,Japan,Kitakyūshū,,Japon,,6
KVL,Kivalina,United States,Kivalina,,États-Unis,USA US Etats Unis,6
KLW,Klawock,United States,Klawock,,États-Unis,USA US Etats Unis,6
OBU,Kobuk,United States,Kobuk,,États-Unis,USA US Etats Unis,6
KKH,Kongiganak,United States,Kongiganak,,États-Unis,USA US Etats Unis,6
KSN,Kostanay,Kazakhstan,Kostanay West,,,,6
KOK,Kruunupyy,Finland,Kokkola-Pietarsaari,,Finlande,,6
AKF,Kufra,Libya,Kufra,,,,6
KWA,Kwajalein,Marshall Islands,Bucholz Army Air Field,,,,6
KWT,Kwethluk,United States,Kwethluk,,États-Unis,USA US Etats Unis,6
LSE,La Crosse,United States,La Crosse Municipal,,États-Unis,USA US Etats Unis,6
FON,La Fortuna/San Carlos,Costa Rica,Arenal,,Costa Rica,,6
YGL,La Grande Riviere,Canada,La Grande Rivière,,,,6
JBQ,La Isabela,Dominican Republic,La Isabela,,République dominicaine,,6
LCH,Lake Charles,United States,Lake Charles Regional,,États-Unis,USA US Etats Unis,6
LLI,Lalibella,Ethiopia,Lalibella,,,,6
LFM,Lamerd,Iran,Lamerd,,,,6
LMP,Lampedusa,Italy,Lampedusa,,Italie,,6
LUV,Langgur-Kei Islands,Indonesia,Dumatumbun,,Indonésie,,6
LPP,Lappeenranta,Finland,Lappeenranta,,Finlande,,6
LBE,Latrobe,United States,Arnold Palmer Regional,,États-Unis,USA US Etats Unis,6
LWY,Lawas,Malaysia,Lawas,,,,6
LEA,Learmonth,Australia,Learmonth,,Australie,,6
LKN,Leknes,Norway,Leknes,,Norvège,,6
LIF,Lifou,New Caledonia,Lifou,,,,6
LNK,Lincoln,United States,Lincoln,,États-Unis,USA US Etats Unis,6
HZH,Liping,China,Liping,,Chine,,6
TOH,Loh/Linua,Vanuatu,Torres Airstrip,,,,6
LNE,Lonorore,Vanuatu,Lonorore,,,,6
LDH,Lord Howe Island,Australia,Lord Howe Island,,Australie,,6
YBX,Lourdes-De-Blanc-Sablon,Canada,Lourdes de Blanc Sablon,,,,6
SDD,Lubango,Angola,Lubango,,,,6
MCP,Macapa,Brazil,Alberto Alcolumbre,,Brésil,,6
MJN,Mahajanga,Madagascar,Amborovy,,,,6
MQX,Makale,Ethiopia,Mekele,,,,6
MLG,Malang,Indonesia,Abdul Rachman Saleh,,Indonésie,,6
XMH,Manihi,French Polynesia,Manihi,,,,6
MNG,Maningrida,Australia,Maningrida,,Australie,,6
MDQ,Mar Del Plata,Argentina,Ástor Piazzola,,Argentine,,6
TVU,Matei,Fiji,Matei,,,,6
MAU,Maupiti,French Polynesia,Maupiti,,,,6
SPP,Menongue,Angola,Menongue,,,,6
MKQ,Merauke,Indonesia,Mopah,,Indonésie,,6
MIM,Merimbula,Australia,Merimbula,,Australie,,6
MTM,Metakatla,United States,Metlakatla Seaplane Base,,États-Unis,USA US Etats Unis,6
MVP,Mitu,Colombia,Fabio Alberto Leon Bentley,,Colombie,,6
OHE,Mohe County,China,Gu-Lian,,Chine,,6
MTR,Monteria,Colombia,Los Garzones,,Colombie,,6
MOC,Montes Claros,Brazil,Mário Ribeiro,,Brésil,,6
YMO,Moosonee,Canada,Moosonee,,,,6
MOV,Moranbah,Australia,Moranbah,,Australie,,6
ONG,Mornington Island,Australia,Mornington Island,,Australie,,6
MXH,Moro,Papua New Guinea,Moro,,,,6
OSM,Mosul,Iraq,Mosul,,,,6
MSR,Mus,Turkey,Muş,,Turquie,,6
NPE,NAPIER,New Zealand,Hawke's Bay,,Nouvelle-Zélande,,6
NBX,Nabire,Indonesia,Nabire,,Indonésie,,6
OSY,Namsos,Norway,Namsos Høknesøra,,Norvège,,6
INU,Nauru,Nauru,Nauru,,,,6
EAM,Nejran,Saudi Arabia,Nejran,,Arabie saoudite,,6
NPL,New Plymouth,New Zealand,New Plymouth,,Nouvelle-Zélande,,6
NRL,North Ronaldsay,United Kingdom,North Ronaldsay,,Royaume-Uni,Angleterre GB Grande-Bretagne,6
NUL,Nulato,United States,Nulato,,États-Unis,USA US Etats Unis,6
TZL,Null,Bosnia and Herzegovina,Tuzla,,,,6
OBO,Obihiro,Japan,Tokachi-Obihiro,,Japon,,6
ORU,Oruro,Bolivia,Juan Mendoza,,,,6
PLQ,Palanga,Lithuania,Palanga,,,,6
PKY,Palangkaraya,Indonesia,Tjilik Riwut,,Indonésie,,6
PMZ,Palmar Sur,Costa Rica,Palmar Sur,,Costa Rica,,6
PNL,Pantelleria,Italy,Pantelleria,,Italie,,6
PPW,Papa Westray,United Kingdom,Papa Westray,,Royaume-Uni,Angleterre GB Grande-Bretagne,6
PBO,Paraburdoo,Australia,Paraburdoo,,Australie,,6
PSO,Pasto,Colombia,Antonio Narino,,Colombie,,6
GPA,Patras,Greece,Araxos,,Grèce,,6
PWQ,Pavlodar,Kazakhstan,Pavlodar,,,,6
PHS,Phitsanulok,Thailand,Phitsanulok,,Thaïlande,,6
UIH,Phucat,Vietnam,Phu Cat,,Viêt Nam,,6
PXU,Pleiku,Vietnam,Pleiku,,Viêt Nam,,6
KPO,Pohang,South Korea,Pohang (G-815/K-3),,Corée du Sud,,6
PNI,Pohnpei,Micronesia,Pohnpei,,,,6
STG,Point Barrow,United States,St George,,États-Unis,USA US Etats Unis,6
YIO,Pond Inlet,Canada,Pond Inlet,,,,6
POR,Pori,Finland,Pori,,Finlande,,6
PXO,Porto Santo,Portugal,Porto Santo,,Portugal,,6
PPP,Prosserpine,Australia,Proserpine Whitsunday Coast,,Australie,,6
PVU,Provo,United States,Provo Municipal,,États-Unis,USA US Etats Unis,6
PCR,Puerto Carreno,Colombia,German Olano,,Colombie,,6
PXM,Puerto Escondido,Mexico,Puerto Escondido,,Mexique,,6
PDA,Puerto Inírida,Colombia,Obando,,Colombie,,6
PEM,Puerto Maldonado,Peru,Padre Aldamiz,,Pérou,,6
PDP,Punta del Este,Uruguay,Capitan Corbeta CA Curbelo,,,,6
DRK,Puntarenas,Costa Rica,Drake Bay,,Costa Rica,,6
NAQ,Qaanaaq,Greenland,Qaanaaq,,,,6
UEL,Quelimane,Mozambique,Quelimane,,,,6
RYK,Rahim Yar Khan,Pakistan,Shaikh Zaid,,,,6
RJA,Rajahmundry,India,Rajahmundry,,Inde,,6
RAJ,Rajkot,India,Rajkot,,Inde,,6
YQF,Red Deer Industrial,Canada,Red Deer Regional,,,,6
RMI,Rimini,Italy,Federico Fellini,,Italie,,6
RKS,Rock Springs,United States,Southwest Wyoming Regional,,États-Unis,USA US Etats Unis,6
RMA,Roma,Australia,Roma,,Australie,,6
RNB,Ronneby,Sweden,Ronneby,,Suède,,6
ROT,Rotorua,New Zealand,Rotorua Regional,,Nouvelle-Zélande,,6
RXS,Roxas City,Philippines,Roxas,,Philippines,,6
RVK,Rørvik,Norway,"Rørvik, Ryum",,Norvège,,6
ISC,ST MARY\'S,United Kingdom,St. Mary's,,Royaume-Uni,Angleterre GB Grande-Bretagne,6
HIN,Sacheon,South Korea,Sacheon Air Base/Airport,,Corée du Sud,,6
SMS,Sainte Marie,Madagascar,Sainte Marie,,,,6
SVB,Sambava,Madagascar,Sambava,,,,6
EAS,San Sebastian,Spain,San Sebastian,,Espagne,,6
ZSJ,Sandy Lake,Canada,Sandy Lake,,,,6
SUG,Sangley Point,Philippines,Surigao,,Philippines,,6
YSK,Sanikiluaq,Canada,Sanikiluaq,,,,6
SMA,Santa Maria (island),Portugal,Santa Maria,,Portugal,,6
SJK,Sao Jose Dos Campos,Brazil,Professor Urbano Ernesto Stumpf,,Brésil,,6
ZVK,Savannakhet,Laos,Savannakhet,,,,6
SVU,Savusavu,Fiji,Savusavu,,,,6
PLX,Semiplatinsk,Kazakhstan,Semipalatinsk,,,,6
SHX,Shageluk,United States,Shageluk,,États-Unis,USA US Etats Unis,6
SHH,Shishmaref,United States,Shishmaref,,États-Unis,USA US Etats Unis,6
SHG,Shungnak,United States,Shungnak,,États-Unis,USA US Etats Unis,6
GIU,Sigiriya,Sri Lanka,Sigiriya Air Force Base,,,,6
SYM,Simao,China,Pu'er Simao,,Chine,,6
OPS,Sinop,Brazil,Presidente João Batista Figueiredo,,Brésil,,6
JHS,Sisimiut,Greenland,Sisimiut,,,,6
SIT,Sitka,United States,Sitka Rocky Gutierrez,,États-Unis,USA US Etats Unis,6
AKY,Sittwe,Burma,Sittwe,,,,6
SFT,Skelleftea,Sweden,Skellefteå,,Suède,,6
SKU,Skiros,Greece,Skiros,,Grèce,,6
SLH,Sola,Vanuatu,Sola,,,,6
SZA,Soyo,Angola,Soyo,,,,6
YAY,St. Anthony,Canada,St. Anthony,,,,6
YSJ,St. John,Canada,Saint John,,,,6
SNP,St. Paul Island,United States,St Paul Island,,États-Unis,USA US Etats Unis,6
ZSE,St.-pierre,Reunion,Pierrefonds,,,,6
FSP,St.-pierre,Saint Pierre and Miquelon,St Pierre,,,,6
SRP,Stord,Norway,Stord,,Norvège,,6
STV,Surat,India,Surat,,Inde,,6
LYR,Svalbard,Norway,"Svalbard, Longyear",,Norvège,,6
SVJ,Svolvær,Norway,Svolvær Helle,,Norvège,,6
TAG,Tagbilaran,Philippines,Tagbilaran,,Philippines,,6
TML,Tamale,Ghana,Tamale,,,,6
TNJ,Tanjung Pinang,Indonesia,Raja Haji Fisabilillah,,Indonésie,,6
BEJ,Tanjung Redep-Borneo Island,Indonesia,Kalimarau,,Indonésie,,6
TRW,Tarawa,Kiribati,Bonriki,,,,6
TIZ,Tari,Papua New Guinea,Tari,,,,6
TRG,Tauranga,New Zealand,Tauranga,,Nouvelle-Zélande,,6
MME,Teesside,United Kingdom,Durham Tees Valley,,Royaume-Uni,Angleterre GB Grande-Bretagne,6
SDV,Tel-aviv,Israel,Sde Dov,,Israël,,6
TLA,Teller,United States,Teller,,États-Unis,USA US Etats Unis,6
ZCO,Temuco,Chile,La Araucanía,,Chili,,6
TPQ,Tepic,Mexico,Amado Nervo National,,Mexique,,6
OOK,Toksook Bay,United States,Toksook Bay,,États-Unis,USA US Etats Unis,6
TLE,Toliara,Madagascar,Toliara,,,,6
TOE,Tozeur,Tunisia,Tozeur Nefta,,Tunisie,,6
TSJ,Tsushima,Japan,Tsushima,,Japon,,6
TUG,Tuguegarao,Philippines,Tuguegarao,,Philippines,,6
TYR,Tyler,United States,Tyler Pounds Regional,,États-Unis,USA US Etats Unis,6
UAH,Ua Huka,French Polynesia,Ua Huka,,,,6
UAP,Ua Pou,French Polynesia,Ua Pou,,,,6
UBP,Ubon Ratchathani,Thailand,Ubon Ratchathani,,Thaïlande,,6
UKA,Ukunda,Kenya,Ukunda Airstrip,,Kenya,,6
USN,Ulsan,South Korea,Ulsan,,Corée du Sud,,6
YUD,Umiujaq,Canada,Umiujaq,,,,6
DUT,Unalaska,United States,Unalaska,,États-Unis,USA US Etats Unis,6
URJ,Uraj,Russia,Uray,,Russie,,6
URA,Uralsk,Kazakhstan,Uralsk,,,,6
OMH,Uromiyeh,Iran,Urmia,,,,6
VLD,Valdosta,United States,Valdosta Regional,,États-Unis,USA US Etats Unis,6
VAI,Vanimo,Papua New Guinea,Vanimo,,,,6
VAW,Vardø,Norway,"Vardø, Svartnes",,Norvège,,6
VST,Vasteras,Sweden,Stockholm Västerås,,Suède,,6
VGA,Vijayawada,India,Vijayawada,,Inde,,6
WGA,Wagga Wagga,Australia,Wagga Wagga City,,Australie,,6
TMC,Waikabubak-Sumba Island,Indonesia,Tambolaka,,Indonésie,,6
WLS,Wallis,Wallis and Futuna,Hihifo,,,,6
WVB,Walvis Bay,Namibia,Walvis Bay,,,,6
YKF,Waterloo,Canada,Waterloo,,,,6
ATY,Watertown,United States,Watertown Regional,,États-Unis,USA US Etats Unis,6
ERS,Windhoek,Namibia,Eros,,,,6
YQG,Windsor,Canada,Windsor,,,,6
BHE,Woodbourne,New Zealand,Woodbourne,,Nouvelle-Zélande,,6
WRL,Worland,United States,Worland Municipal,,États-Unis,USA US Etats Unis,6
WUZ,Wuzhou,China,Wuzhou Changzhoudao,,Chine,,6
GAJ,Yamagata,Japan,Yamagata,,Japon,,6
UBJ,Yamaguchi,Japan,Yamaguchi Ube,,Japon,,6
RSU,Yeosu,South Korea,Yeosu,,Corée du Sud,,6
LLF,Yongzhou,China,Lingling,,Chine,,6
YUM,Yuma,United States,Yuma MCAS/Yuma,,États-Unis,USA US Etats Unis,6
YZY,Zhangye,China,Zhangye Ganzhou,,Chine,,6
ZAT,Zhaotong,China,Zhaotong,,Chine,,6
HJJ,Zhijiang,China,Zhijiang,,Chine,,6
OUZ,Zouerat,Mauritania,Tazadit,,,,6
AGH,Ängelholm,Sweden,Ängelholm-Helsingborg,,Suède,,6
OSD,Östersund,Sweden,Åre Östersund,,Suède,,6
AHE,Ahe,French Polynesia,Ahe,,,,5
AIT,Aitutaki,Cook Islands,Aitutaki,,,,5
AET,Allakaket,United States,Allakaket,,États-Unis,USA US Etats Unis,5
MEU,Almeirim,Brazil,Monte Dourado,,Brésil,,5
